YB,l,b,r,dl,db,dr,hit rate
5469,341.0844371,-0.250454617,0.001850537,0.000265718,0.000241838,0.000322567,0.25
5470,341.1226459,0.142420264,0.004532955,0.001434166,0.000529635,0.002314442,0.378378378
5471,341.1283308,-0.345881849,0.00312179,0.000317083,0.000242068,0.000899561,0.25
5472,341.129091,-0.354139889,0.002959256,0.000663659,0.00043838,0.00080937,0.55
5473,341.143787,0.164085776,0.002096395,0.000165998,0.000304028,0.000390099,0.310344828
5474,341.2032312,-0.016137774,0.00186986,0.000213109,0.000352424,0.000545907,0.37037037
5475,341.2103849,-0.231378436,0.003870548,0.001126648,0.000584503,0.001423629,0.29787234
5476,341.2321616,0.337095377,0.002031813,0.000329556,0.000293013,0.000664849,0.466666667
5477,341.2369667,0.33557315,0.003813683,0.000788396,0.001816885,0.001460673,0.673913043
5478,341.2378513,-0.273897919,0.001732925,0.000718991,0.000823425,0.000640954,0.545454545
5479,341.2641643,-0.26693378,0.002612993,0.000478012,0.000466326,0.00069716,0.1
5480,341.2647638,-0.307697993,0.004552859,0.00062476,0.000734089,0.002046666,0.342857143
5481,341.2708996,0.060970165,0.0020341,0.000334057,0.000392756,0.000926775,0.162162162
5482,341.2758768,-0.292449081,0.002651054,0.000244013,0.000264826,0.000726328,0.134615385
5483,341.2855545,0.161041333,0.005557935,0.00050637,0.000848798,0.002109086,0.854166667
5484,341.2955223,-0.432236397,0.002857605,0.000381098,0.000597737,0.000474837,0.333333333
5485,341.3134564,0.191214254,0.004304672,0.000434682,0.000646617,0.001692683,0.457627119
5486,341.3475544,0.842610763,0.00372555,0.000847337,0.000419904,0.001165735,0.318181818
5487,341.352138,-0.249720327,0.002600334,0.000226999,0.000275865,0.001354259,0.333333333
5488,341.4526824,-0.237897548,0.002010671,0.000199679,0.000220201,0.001028244,0.2
5489,341.4595906,-0.288773706,0.002306807,0.000221506,0.000333496,0.001026499,0.4375
5490,341.5805248,-0.269002562,0.003628899,0.000702585,0.000839216,0.001367709,0.65625
5491,341.6041389,0.228750668,0.002396276,0.000926025,0.000845361,0.001024746,0.483870968
5492,341.6628198,0.179638229,0.002013011,0.000201332,0.000335751,0.000476309,0.375
5493,341.6628691,0.185810071,0.002456921,0.000310843,0.000503317,0.000577178,0.34375
5494,341.6684162,0.384442805,0.002380068,0.000361406,0.000255541,0.000842712,0.352941176
5495,341.7015618,0.051325753,0.005314608,0.000412839,0.000491435,0.001466286,0.820512821
5496,341.7763408,-0.540927252,0.001892315,0.000206255,0.000244142,0.00062335,0.260869565
5497,341.7785482,0.09035955,0.003870775,0.000542672,0.000410139,0.002919917,0.416666667
5498,341.8364743,-0.411699131,0.002363386,0.000442848,0.000509085,0.000910697,0.166666667
5499,341.91106,-0.456467151,0.004359447,0.000713846,0.000867536,0.001429606,0.571428571
5500,341.9274605,-0.170317172,0.003329062,0.000513217,0.000420583,0.000767028,0.826086957
5501,341.9335213,-0.166317292,0.004144789,0.000447931,0.000365537,0.001361037,0.847826087
5502,341.9480441,-0.024381261,0.00179278,0.000127398,0.000389631,0.000740465,0.185185185
5503,341.9617541,-0.453282939,0.003392191,0.000619068,0.000603943,0.001122211,0.408163265
5504,341.9724646,0.22813245,0.001775496,0.000315759,0.000416402,0.000407126,0.147058824
5505,341.9734986,0.224821646,0.001865609,0.000145688,0.000347991,0.000308161,0.147058824
5506,342.0262458,-0.07087456,0.004049804,0.000744732,0.000903132,0.001468843,0.617647059
5507,342.0475236,-0.447690009,0.003551154,0.000368628,0.000281504,0.001253272,0.806451613
5508,342.0539239,-0.044226384,0.002018988,0.000408885,0.000171661,0.0009522,0.147058824
5509,342.0608968,0.419951987,0.004840132,0.000723194,0.000686384,0.001868431,0.466666667
5510,342.0639116,-0.053957149,0.00316583,0.000599856,0.000447658,0.001368905,0.5
5511,342.0999448,0.528467316,0.004256463,0.000535127,0.000143004,0.002790416,0.545454545
5512,342.1024994,0.501999867,0.003550762,0.000690266,0.000472839,0.001199193,0.84375
5513,342.1240338,0.496739249,0.00351604,0.000304225,0.000414954,0.002307969,0.21875
5514,342.1310636,0.021166436,0.001980903,0.000251117,0.000282571,0.000725379,0.391304348
5515,342.1646188,0.155853843,0.002820587,0.000430889,0.000827677,0.000921927,0.222222222
5516,342.2470937,0.30566998,0.005588648,0.001492165,0.000786185,0.001760733,0.586956522
5517,342.3189028,0.09750854,0.001991859,0.000200797,0.000200503,0.000357529,0.555555556
5518,342.3346784,0.020772741,0.002003776,0.000213592,0.000203025,0.000498994,0.258064516
5519,342.3592482,0.106384377,0.005359122,0.001992197,0.001132704,0.00200852,0.442622951
5520,342.3840891,0.122590928,0.002216614,0.000457494,0.000280513,0.000624138,0.326530612
5521,342.3860839,0.071594225,0.003659336,0.000336999,0.000445289,0.000756936,0.375
5522,342.3876956,0.075530558,0.002470696,0.000523035,0.000403347,0.001709186,0.261904762
5523,342.3887258,-0.07194273,0.003814773,0.000650122,0.000398387,0.001524804,0.1
5524,342.3939416,0.19933267,0.003820558,0.000460231,0.000390254,0.00084167,0.794117647
5525,342.432201,-0.056664275,0.00352148,0.000369659,0.000633902,0.003341459,0.568627451
5526,342.4491862,0.16897294,0.002325322,0.000323426,0.000671735,0.001106971,0.333333333
5527,342.4888472,0.183154187,0.003357529,0.000492891,0.000923573,0.00175822,0.363636364
5528,342.4950678,0.183466244,0.002381599,0.001140429,0.001533467,0.000698041,0.345454545
5529,342.5095569,0.660411312,0.002577452,0.000389802,0.000568642,0.000638628,0.272727273
5530,342.52785,-0.30148077,0.002339674,0.000268065,0.000355995,0.001071313,0.625
5531,342.5474719,0.761208856,0.003262473,0.001082666,0.000698927,0.001159182,0.2
5532,342.5489012,-0.985201837,0.003560381,0.000943583,0.000725167,0.001251986,0.384615385
5533,342.6731299,0.006769428,0.002624356,0.000302034,0.000393337,0.000651523,0.264705882
5534,342.7008973,0.134303933,0.002597593,0.000689082,0.00039353,0.001098487,0.303030303
5535,342.7011196,0.125567959,0.002060167,0.000450378,0.000414762,0.000226637,0.151515152
5536,342.7744093,-0.088184715,0.003097117,0.000143569,0.000152681,0.000523883,0.142857143
5537,342.8006649,-0.688846772,0.003473935,0.000620002,0.000491407,0.00125789,0.755555556
5538,342.8207289,-0.03019418,0.003893411,0.00065312,0.000424583,0.000843824,0.783783784
5539,342.8295986,-0.031424235,0.003688074,0.000496592,0.000875517,0.001601778,0.27027027
5540,342.8748913,0.46719107,0.003069226,0.000226952,0.000331054,0.00075682,0.4
5541,342.9016569,-0.08040761,0.00303615,0.000592196,0.001336829,0.001318406,0.529411765
5542,342.9257331,-0.647245933,0.004290705,0.000284189,0.000838687,0.002273036,0.275
5543,342.9880947,-0.026770829,0.001246894,0.000230256,0.000290695,0.000393508,0.172413793
5544,343.0131305,0.16823484,0.002124339,0.000250365,0.000327136,0.000626891,0.46875
5545,343.0238472,-0.488174384,0.001791882,0.000212067,0.000332217,0.000598648,0.135135135
5546,343.1597599,0.048316032,0.003484696,0.000611402,0.000572592,0.001395423,0.189189189
5547,343.1902156,0.703001398,0.00242033,0.000283491,0.000281846,0.001198219,0.361111111
5548,343.231338,-0.070478326,0.002257551,0.000257709,0.000382329,0.000438897,0.318181818
5549,343.2327858,-0.076321333,0.002948253,0.000630455,0.000825066,0.000834691,0.454545455
5550,343.2421092,0.736438251,0.004452783,0.000404393,0.000639693,0.002613297,0.2
5551,343.2426786,-0.718754596,0.00454563,0.000824821,0.000910773,0.002018629,0.625
5552,343.2481571,0.709532402,0.003437439,0.000324776,0.000818784,0.001329833,0.611111111
5553,343.2929732,0.163096684,0.00364434,0.000660009,0.000447987,0.001693266,0.125
5554,343.2995442,0.172557031,0.003795297,0.001156635,0.001058133,0.001213501,0.351351351
5555,343.3457861,-0.539177075,0.001785787,0.000120729,0.000366,0.000527038,0.125
5556,343.3513456,-0.078740931,0.005445595,0.000326373,0.000706231,0.000989903,0.142857143
5557,343.3666954,-0.234448664,0.005815588,0.000720256,0.00077059,0.001477814,0.166666667
5558,343.3866883,-0.517285953,0.005005723,0.000526482,0.000434741,0.001762652,0.913043478
5559,343.3940735,-0.321637661,0.002619014,0.000554395,0.000338235,0.000888121,0.3125
5560,343.3991677,0.132101208,0.00271914,0.000285702,0.000385158,0.000967902,0.527777778
5561,343.4437543,-0.202536628,0.002363279,0.000637066,0.000567661,0.000915948,0.325
5562,343.501795,-0.477804376,0.002617028,0.000292694,0.000473875,0.000782365,0.32
5563,343.502155,-0.015221268,0.003930662,0.000389284,0.000466917,0.001025501,0.425
5564,343.5763139,-0.61768757,0.003717371,0.000422163,0.00042288,0.001395407,0.763157895
5565,343.6193005,0.952335411,0.004566945,0.000607812,0.001074658,0.00230972,0.378378378
5566,343.6234309,-0.666050168,0.004352622,0.000858189,0.000416075,0.001302901,0.424242424
5567,343.6316139,0.987629741,0.001732045,0.000247962,0.000179342,0.000600743,0.217391304
5568,343.6882863,-0.019938667,0.004554097,0.000569417,0.000419497,0.00215556,0.678571429
5569,343.7213672,-0.222399397,0.004849762,0.000522382,0.000560235,0.001127545,0.823529412
5570,343.7244132,-0.40296171,0.004591812,0.000565762,0.000628725,0.001560334,0.555555556
5571,343.7374293,-0.233530885,0.00329662,0.00022802,0.000491407,0.001104492,0.303030303
5572,343.7809688,-0.023119815,0.003220887,0.000342439,0.000221613,0.000770624,0.416666667
5573,343.806232,-0.76291872,0.002135219,9.52E-05,0.00035576,0.000651481,0.375
5574,343.8126345,0.229045521,0.003830728,0.000455778,0.000536021,0.000949658,0.590909091
5575,343.813393,0.145336678,0.003447297,0.000511629,0.000835541,0.000706567,0.272727273
5576,343.8347829,-0.359461057,0.002050577,0.000470539,0.000224924,0.000809881,0.2
5577,343.8361755,-0.365121638,0.001917818,0.000357858,0.000409262,0.000811355,0.2
5578,343.8560838,-0.098751487,0.004788452,0.00128512,0.000760054,0.001834654,0.681818182
5579,343.8935843,0.015175462,0.002044379,0.000136851,0.00039244,0.000638359,0.304347826
5580,343.9043735,0.104099028,0.001541916,0.000123518,0.000224296,0.000314747,0.222222222
5581,343.9084325,0.118404042,0.001832059,0.000241188,0.000261699,0.000547683,0.195121951
5582,343.909616,0.111304128,0.004503057,0.001202494,0.001467332,0.00223662,0.295774648
5583,343.9571037,-0.184689233,0.004588645,0.001134585,0.000775013,0.004149535,0.644444444
5584,343.9573576,0.151742684,0.003527198,0.000383214,0.000305037,0.001269723,0.571428571
5585,344.0231941,-0.146320462,0.002272731,0.00012513,0.000680409,0.000550168,0.208333333
5586,344.0312084,-0.350697653,0.00257252,0.000357769,0.000424184,0.000802117,0.71875
5587,344.0651784,0.121562838,0.002913757,0.00097168,0.000483289,0.001080092,0.28125
5588,344.1030691,-0.661234851,0.003345347,0.000610034,0.000374101,0.001391757,0.714285714
5589,344.1191136,-0.352768541,0.003365031,0.000436052,0.00042041,0.001450755,0.666666667
5590,344.1554157,0.494376241,0.003297286,0.000704198,0.000551326,0.001392468,0.5
5591,344.1663556,0.204696943,0.004020048,0.000386462,0.000677011,0.001469128,0.580645161
5592,344.1752349,0.013736264,0.003197495,0.000507732,0.00045259,0.00126015,0.659574468
5593,344.1952499,-0.038145093,0.003621969,0.000371666,0.000457878,0.001630878,0.486486486
5594,344.1976968,-0.54498763,0.004814622,0.001174003,0.000576179,0.001473149,0.641025641
5595,344.2007246,0.142469233,0.004750255,0.000415273,0.000481787,0.001429726,0.227272727
5596,344.2157789,-0.622217206,0.001965136,0.000451497,0.000221225,0.000799562,0.615384615
5597,344.2215178,-0.625108142,0.002370298,0.000658841,0.000309563,0.001204278,0.692307692
5598,344.2222189,-0.596586872,0.005820028,0.000855907,0.000841194,0.002078114,0.368421053
5599,344.225313,-0.169269178,0.002627784,0.000599127,0.000466552,0.001127614,0.535714286
5600,344.3339135,-0.083994788,0.002776592,0.00044706,0.000648897,0.001531719,0.515151515
5601,344.3341177,0.133638964,0.002293822,0.000100444,0.000293223,0.000683969,0.227272727
5602,344.4019463,0.457694596,0.00537667,0.000274793,0.000297395,0.001925669,0.272727273
5603,344.4176138,0.037454979,0.004561729,0.000535855,0.000673707,0.003135105,0.325
5604,344.4211459,0.032923602,0.00655323,0.001003478,0.001170607,0.002905326,0.103448276
5605,344.4263942,0.044057904,0.004556871,0.001401599,0.001380147,0.002039286,0.386363636
5606,344.4481081,0.989809382,0.0039756,0.000481946,0.0011096,0.001528213,0.357142857
5607,344.4715388,-0.085978624,0.001760239,0.000328409,0.00031763,0.000584902,0.352941176
5608,344.5031175,-0.335970502,0.005293104,0.000866906,0.000655661,0.002209022,0.791666667
5609,344.5334445,-0.419649066,0.006134145,0.000239001,0.00091214,0.004122922,0.178571429
5610,344.5966725,0.189828529,0.002768934,0.000299704,0.000400423,0.000839733,0.787878788
5611,344.5974628,0.62124518,0.002372585,0.00018609,0.0004614,0.000916881,0.25
5612,344.5993187,0.185624308,0.004506019,0.00030157,0.000353328,0.005649098,0.151515152
5613,344.7241313,-0.505886038,0.002187055,0.000250602,0.000246796,0.000688267,0.129032258
5614,344.7776545,-0.089475047,0.004424606,0.000364428,0.000337958,0.002379533,0.192307692
5615,344.7777451,-0.213594474,0.003793481,0.001061615,0.002129948,0.002694706,0.390243902
5616,344.7817705,-0.21336985,0.001792856,0.000299941,0.000399976,0.000630649,0.195121951
5617,344.8042307,-0.270515397,0.003134865,0.000693642,0.000610342,0.001624493,0.423076923
5618,344.8306053,-0.25404537,0.00334814,0.000599225,0.000433674,0.001514717,0.222222222
5619,344.8341149,-0.530707081,0.002225186,0.00038647,0.000381816,0.001136792,0.310344828
5620,344.8673811,0.239075958,0.0020795,0.000322127,0.000219662,0.00087231,0.291666667
5621,344.9099392,0.246371837,0.004647301,0.000626333,0.000320394,0.00318128,0.296296296
5622,344.9421141,0.198393039,0.005679782,0.000537302,0.00060878,0.001814096,0.529411765
5623,344.942613,-0.224368382,0.005625132,0.000563475,0.001015757,0.003512793,0.285714286
5624,344.9779985,-0.896610558,0.002541189,0.000195577,0.000154781,0.001140875,0.25
5625,344.9819532,0.102606767,0.001996043,0.000274714,0.000489463,0.000819542,0.4
5626,344.9892976,-0.277184011,0.003251237,0.000424491,0.000404508,0.000781244,0.485714286
5627,344.9908954,-0.26714383,0.00484936,0.001289745,0.001914756,0.002608564,0.659574468
5628,345.016962,-0.448212612,0.003994023,0.000377048,0.000495499,0.000822146,0.711111111
5629,345.0268095,-0.046689586,0.003811396,0.000642842,0.000640341,0.001229023,0.366666667
5630,345.0464597,1.033357579,0.006151078,0.000972019,0.000952002,0.002427186,0.137931034
5631,345.0992746,-0.61093541,0.008722568,0.00096148,0.0007976,0.001668604,0.391304348
5632,345.1353952,-0.174427148,0.003661618,0.000293894,0.000342297,0.000905485,0.823529412
5633,345.1557006,-0.418730591,0.001796756,0.000247264,0.000152214,0.000793893,0.290322581
5634,345.1923342,-0.208953984,0.003243987,0.000584772,0.000763515,0.001386479,0.461538462
5635,345.2109577,-0.541130784,0.005451712,0.001075651,0.000730116,0.001497751,0.595238095
5636,345.2213936,1.007671539,0.003727337,0.000628491,0.001038009,0.000963172,0.466666667
5637,345.2464905,-0.588277335,0.001683264,0.001035826,0.000426417,0.000469719,0.319148936
5638,345.2491817,-0.597991991,0.004275525,0.000649062,0.000892163,0.00197626,0.566666667
5639,345.2855716,0.929992682,0.004306872,0.000786956,0.000420555,0.001062008,0.615384615
5640,345.3287481,1.018777205,0.005053981,0.000545054,0.00092084,0.001460684,0.25
5641,345.3484231,-0.663215973,0.001897844,0.000324325,0.000320393,0.000688427,0.533333333
5642,345.3525415,-0.676120688,0.002724508,0.000612084,0.000500339,0.001110533,0.533333333
5643,345.3747778,0.148732134,0.001950014,0.000304202,0.000378495,0.000804673,0.275862069
5644,345.3764962,-0.902402387,0.005412436,0.000418785,0.000668647,0.000762224,0.4
5645,345.4021334,0.103778948,0.004133159,0.00024609,0.000268846,0.002613138,0.393939394
5646,345.4023643,-0.947510565,0.005956569,0.000897199,0.000608405,0.001621132,0.1875
5647,345.4405591,0.203862627,0.003179482,0.00069068,0.000594883,0.001379739,0.34375
5648,345.4738364,-0.112381749,0.001893586,0.000362731,0.000297752,0.000303829,0.428571429
5649,345.4881903,0.315673912,0.003630287,0.000231877,0.000396621,0.001093258,0.21875
5650,345.4915914,0.30342546,0.004605005,0.000573086,0.00064586,0.00116914,0.28125
5651,345.4973631,0.352614104,0.004450208,0.000916649,0.000449506,0.001209039,0.379310345
5652,345.5014979,-0.863710022,0.003419306,0.000872463,0.000428889,0.002245675,0.205128205
5653,345.5056185,0.876190994,0.004534163,0.000523885,0.000480443,0.001504374,0.916666667
5654,345.508743,-0.324047566,0.003295976,0.000468376,0.000380994,0.000985089,0.526315789
5655,345.528004,-0.05091922,0.003700598,0.000519301,0.000442448,0.002204228,0.696969697
5656,345.5444427,0.958501954,0.002028739,0.0001633,0.000247964,0.000941019,0.181818182
5657,345.5502093,0.960904757,0.003206505,0.00064224,0.000303954,0.001044937,0.617647059
5658,345.5502575,0.417030643,0.004489373,0.000808858,0.000861473,0.001675028,0.476190476
5659,345.5502714,0.532278356,0.003144474,0.000268487,0.000476456,0.0014111,0.368421053
5660,345.6350908,-0.233734219,0.003023127,0.000380584,0.000965088,0.00082211,0.1875
5661,345.6485209,0.015375156,0.002132766,0.000441327,0.000440854,0.000424459,0.485714286
5662,345.649055,0.008138471,0.005608142,0.000579495,0.001046821,0.002950488,0.857142857
5663,345.7187901,0.14890155,0.004648686,0.000653574,0.0008357,0.001214672,0.476190476
5664,345.7456835,0.068239288,0.003166321,0.000461038,0.00071176,0.000323345,0.2
5665,345.7515029,0.07271496,0.003418236,0.00047538,0.000471139,0.000864259,0.378378378
5666,345.7771544,-0.169690987,0.001603765,0.000204406,0.000266076,0.000321617,0.24137931
5667,345.8032744,0.047809855,0.003219282,0.000601384,0.000445517,0.000906213,0.214285714
5668,345.8479147,0.019288173,0.00424253,0.000903992,0.000583796,0.001654548,0.576271186
5669,345.8518651,-0.345404249,0.004689584,0.000461135,0.000447833,0.000924048,0.5
5670,345.8591891,-0.355595088,0.002692522,0.000650152,0.000341391,0.000787064,0.411764706
5671,345.8627045,-0.1873329,0.00329227,0.000483461,0.000363006,0.001213552,0.571428571
5672,345.9005338,0.448803716,0.004534774,0.000477893,0.000488415,0.00127272,0.666666667
5673,345.9011174,-0.397860042,0.002481128,0.000820949,0.000395515,0.000626595,0.15625
5674,345.9056845,-0.565844902,0.002400986,0.000407493,0.000825499,0.001073346,0.138888889
5675,345.9140119,-0.1261929,0.002465202,0.000310025,0.000170256,0.001241297,0.189189189
5676,345.9175508,0.002154744,0.00361148,0.000571314,0.000474995,0.001502309,0.666666667
5677,345.941452,-0.08384648,0.001744772,0.000263693,0.000275627,0.000439721,0.12195122
5678,345.9808701,-0.020727671,0.001835293,0.00022424,0.000145973,0.000348333,0.4
5679,346.0388572,0.048539171,0.0036463,0.000617182,0.000763757,0.001321756,0.305555556
5680,346.0502976,-0.081042812,0.001768142,0.000221133,0.000270661,0.00087,0.173913043
5681,346.0578957,-0.02395151,0.002530652,0.000724912,0.000737026,0.000699311,0.269230769
5682,346.0766474,-0.0567873,0.004322429,0.000639218,0.001098652,0.001069397,0.588235294
5683,346.1628713,-0.132596916,0.002399466,0.000307647,0.000311053,0.000597814,0.702702703
5684,346.1941938,-0.060055793,0.003261929,0.001073745,0.000700283,0.001372217,0.172413793
5685,346.1957727,0.039737874,0.002939866,0.000283386,0.000528474,0.001245681,0.558823529
5686,346.2114766,0.316501353,0.002825137,0.000518327,0.000574502,0.001156751,0.357142857
5687,346.2327936,-0.320151473,0.004805302,0.000873916,0.000793837,0.001694742,0.644444444
5688,346.2659701,0.27682147,0.002138305,0.000374283,0.000260087,0.000571498,0.333333333
5689,346.2773846,0.09650097,0.001763934,0.000431227,0.000350491,0.000487931,0.3125
5690,346.2805723,0.060855432,0.002264215,0.000613796,0.000401205,0.000980561,0.352941176
5691,346.2954339,-0.163049184,0.001959354,0.000142649,0.000328228,0.000687056,0.24137931
5692,346.30168,-0.166744908,0.002160359,0.000250345,0.000278201,0.000627086,0.695652174
5693,346.3065105,0.325051194,0.002777955,0.000265458,0.000554354,0.001075121,0.361111111
5694,346.3168838,-0.478962911,0.004129361,0.000415153,0.000488529,0.001082183,0.137931034
5695,346.3238687,-0.172398816,0.002907797,0.000600023,0.000384428,0.000772503,0.739130435
5696,346.3264793,0.125008673,0.004502846,0.000579791,0.000502864,0.002910573,0.3125
5697,346.4052978,-0.143786822,0.002906791,0.000495928,0.000573908,0.001013892,0.40625
5698,346.4148855,0.255427938,0.004635729,0.000616409,0.000521432,0.0017872,0.285714286
5699,346.4217093,0.278487532,0.004821882,0.000855157,0.000963345,0.001971155,0.4375
5700,346.4638004,0.948335522,0.004667087,0.000634396,0.000550176,0.00172983,0.727272727
5701,346.4953271,0.352546131,0.005116996,0.000633426,0.000658976,0.001870976,0.777777778
5702,346.5082388,0.255114958,0.002301365,0.000228082,0.000221305,0.000836365,0.351351351
5703,346.5229659,0.083629905,0.004419565,0.001373475,0.000960411,0.00151907,0.393442623
5704,346.7011797,-0.021699308,0.002686674,0.000268338,0.000434668,0.00093276,0.609756098
5705,346.8210064,-0.072711813,0.002874649,0.000635391,0.000204446,0.000722752,0.176470588
5706,346.8585239,0.343063403,0.001484571,0.000203933,0.000158154,0.000338531,0.166666667
5707,346.8604797,0.306352023,0.002381163,0.000330955,0.000327601,0.00047953,0.270833333
5708,346.9494727,-0.041549135,0.002920487,0.000601182,0.001141802,0.001067576,0.166666667
5709,346.9623046,-0.114398677,0.002907132,0.000538366,0.000688008,0.001728434,0.424242424
5710,346.9725009,0.151782532,0.002915171,0.000695688,0.000349255,0.000650123,0.361111111
5711,347.1233342,0.268279317,0.002301754,0.000245089,0.000707217,0.001277088,0.6
5712,347.1272524,0.277815214,0.004416735,0.000405703,0.000756181,0.001523067,0.707317073
5713,347.2070069,-0.096551703,0.001547264,0.000271586,0.000190029,0.000466602,0.28
5714,347.2359654,0.309096933,0.005168579,0.000451553,0.000771721,0.001803176,0.266666667
5715,347.266143,0.02020862,0.005127265,0.00044209,0.000764741,0.001407382,0.71875
5716,347.2944625,0.131878763,0.002869615,0.000399657,0.000405693,0.00110629,0.172413793
5717,347.3643275,0.133994992,0.003950804,0.000310955,0.000391972,0.001317755,0.760869565
5718,347.4236831,0.607028828,0.003261245,0.001408706,0.000308727,0.001185119,0.166666667
5719,347.45456,-0.146593349,0.002427418,0.000428882,0.000602756,0.000993662,0.5
5720,347.5119955,-0.551947005,0.003104608,0.000593095,0.000628306,0.001558467,0.34375
5721,347.5510123,0.171488126,0.003444959,0.000302884,0.000548641,0.00124777,0.789473684
5722,347.583732,0.212637688,0.003332359,0.000705738,0.000742679,0.001758277,0.3
5723,347.5909113,0.217879215,0.001897657,0.000306275,0.000343776,0.000395225,0.266666667
5724,347.6000274,0.244174254,0.002883053,0.000400613,0.000229461,0.000713497,0.294117647
5725,347.6143299,0.15163755,0.004866117,0.00064322,0.000146096,0.006555754,0.222222222
5726,347.6302955,0.213503871,0.002263437,0.000682584,0.001043392,0.001238568,0.4
5727,347.7345237,-0.299478152,0.003408609,0.000200027,0.000604194,0.000758657,0.25
5728,347.7511086,0.227086816,0.002646741,0.000228457,0.000292398,0.001032576,0.567567568
5729,347.7584297,0.762081051,0.002886174,0.000421319,0.000608444,0.000982811,0.577777778
5730,347.7842272,0.283727159,0.002366419,0.000339787,0.000192354,0.001264116,0.391304348
5731,347.7852307,-0.458034704,0.003947792,0.000579421,0.000242344,0.001310868,0.238095238
5732,347.8624013,0.018761242,0.002161255,0.000344997,0.00052785,0.000707884,0.285714286
5733,347.8673699,0.020693983,0.002787377,0.000890176,0.000689587,0.001692143,0.314285714
5734,347.8715283,0.014517265,0.002483173,0.000664777,0.000580987,0.000970601,0.235294118
5735,347.871966,-0.313752453,0.004051605,0.002324865,0.002108032,0.001874851,0.692307692
5736,347.8799526,-0.294257546,0.001578716,0.00025377,0.000257329,0.000304644,0.372093023
5737,347.8837338,0.025201416,0.002126539,0.000351001,0.000404586,0.000648209,0.193548387
5738,347.8849322,-0.289583803,0.001857254,0.000799635,0.000817372,0.000934837,0.441860465
5739,347.8939378,-0.170939305,0.004747691,0.000332567,0.000685341,0.001469794,0.375
5740,347.8957727,-0.28919324,0.00175848,0.000240257,0.000217788,0.000403044,0.23255814
5741,347.8979016,0.043310206,0.002361019,0.000575415,0.00037876,0.000617175,0.25
5742,347.9031467,0.049211057,0.002856115,0.002305714,0.002085583,0.001401281,0.5
5743,347.9182788,-0.761431875,0.004891725,0.000540164,0.00057298,0.001111622,0.769230769
5744,347.9507844,0.047281224,0.00196377,0.000251665,0.00038998,0.000507412,0.368421053
5745,347.9658698,-0.431665396,0.003928014,0.000908979,0.000796772,0.00164614,0.390243902
5746,347.9767778,-0.430020196,0.002837394,0.000703677,0.000321156,0.001085135,0.243902439
5747,347.9833724,0.913330206,0.002378844,0.000346009,0.000417924,0.000472955,0.208333333
5748,347.989835,0.056531697,0.002581157,0.000452209,0.000399871,0.000615714,0.684210526
5749,348.0322394,0.050547308,0.003180366,0.00047329,0.000255173,0.001283953,0.294117647
5750,348.033561,0.385152087,0.002078507,0.000523274,0.000288084,0.000739307,0.15625
5751,348.0351607,1.28E-05,0.002142651,0.000508376,0.00065385,0.000555313,0.352941176
5752,348.0363884,0.38099035,0.003753531,0.000433476,0.000586577,0.001563243,0.1875
5753,348.0685438,0.164248658,0.005163899,0.000499208,0.001160733,0.001318179,0.675675676
5754,348.1167209,-0.32156577,0.001902288,0.000224828,0.000470089,0.000512972,0.46875
5755,348.1483075,0.254968587,0.005160954,0.000918925,0.00081254,0.001103742,0.612903226
5756,348.2344485,-0.980064345,0.006325062,0.001038969,0.000568894,0.000868812,0.285714286
5757,348.2935965,0.434692974,0.003092494,0.000417988,0.000433185,0.000712974,0.388888889
5758,348.3031168,0.432938675,0.002976986,0.000353036,0.000399869,0.00066089,0.361111111
5759,348.3051674,-0.295956804,0.003177297,0.000315556,0.000643509,0.000949014,0.742857143
5760,348.3132645,0.625616281,0.002437375,0.000603192,0.000284964,0.001112315,0.518518519
5761,348.3510866,0.151961856,0.002961459,0.000324573,0.000431138,0.001342222,0.314285714
5762,348.374984,0.083995327,0.002352189,0.000803308,0.000766767,0.000875721,0.55
5763,348.3843035,0.079834676,0.002886162,0.001259128,0.000352643,0.001000728,0.424242424
5764,348.3862414,0.071333808,0.002492524,0.000554536,0.000508021,0.000479965,0.459459459
5765,348.4311965,0.028825719,0.002078489,0.000373304,0.000284779,0.000458037,0.379310345
5766,348.5158042,0.37412454,0.003337891,0.00062843,0.000884276,0.001119281,0.448275862
5767,348.525878,0.95643159,0.002387601,0.000513759,0.00026739,0.000465818,0.151515152
5768,348.5311592,-0.971259587,0.005178768,0.000692265,0.000917245,0.001955115,0.724137931
5769,348.5806576,-0.822066923,0.003772595,0.001110207,0.000716397,0.002657572,0.162790698
5770,348.6138217,-0.909487657,0.004454606,0.001050402,0.000687696,0.001818442,0.266666667
5771,348.617035,-0.838119453,0.003732335,0.000645748,0.000330575,0.001159652,0.46
5772,348.6224314,-0.894908697,0.005188134,0.001010826,0.001442376,0.002042978,0.45
5773,348.6390131,-0.209645899,0.003070696,0.000451024,0.000415973,0.001117773,0.837209302
5774,348.65341,0.244506949,0.003773642,0.000418905,0.001596626,0.002367147,0.454545455
5775,348.6681645,-0.714539492,0.003217714,0.000259213,0.000436939,0.001338062,0.131578947
5776,348.6865854,-1.036275614,0.004391803,0.000964835,0.000410839,0.000803717,0.421052632
5777,348.6955124,-1.026303093,0.003150022,0.000400861,0.000490581,0.000691357,0.315789474
5778,348.6960545,-1.019158518,0.003334536,0.000730188,0.000554547,0.002811097,0.368421053
