YB,YB_long,YB_lat,8umphotom,standard error 8,N8,EX8,12umphotom,standard error 12,N12,EX12,24umphotom,standard error 24,N24,EX24,70umphotom,standard error 70,N70,EX70
ID Number,degree,degree,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count
2988,81.45090338,0.729664641,5.1699,1.3595,6,0,1.7294,0.5308,6,0,10.5604,1.0516,6,0,141.6914,31.2679,6,0
2989,81.45922495,0.703373772,0.8483,0.2902,6,0,0.2855,0.1097,6,0,1.2027,0.0463,6,0,18.7469,1.8383,6,0
2990,81.46356727,0.479041459,0.7033,0.0635,6,0,0.1675,0.0246,6,0,0.3774,0.0623,6,0,4.3571,0.4728,6,0
2991,81.50337889,2.04481164,0.032,0.0132,6,0,0.0201,0.0025,6,0,0.0675,0.0047,6,0,0.5952,0.073,6,0
2992,81.58946215,1.908522979,0.1461,0.0253,5,0,0.0549,0.0081,6,0,0.1045,0.0162,6,0,1.285,0.1911,6,0
2993,81.64110672,0.482325522,3.3298,0.4476,6,0,1.0421,0.1694,6,0,10.0774,0.4019,6,0,95.1749,8.6033,6,0
2994,81.66257395,0.542703442,6.6966,1.1056,6,0,1.6321,0.4876,6,0,11.6454,1.9659,5,0,71.9823,11.3353,6,0
2995,81.6737872,0.544593396,3.7759,0.9828,6,0,0.5512,0.122,5,0,,,,,990.0962,614.7552,6,0
2996,81.71287361,0.559714201,4.4022,0.0849,6,0,1.4311,0.1179,6,0,,,,,483.6441,28.5831,6,0
2997,81.71301226,0.579685208,6.5516,0.5174,6,0,,,,,,,,,149.2118,27.1359,6,0
2998,81.78459001,0.267847745,0.2468,0.0455,6,0,0.1045,0.0255,6,0,0.1777,0.0291,6,0,1.889,0.3614,6,0
2999,81.81647632,0.888968844,2.0884,0.0628,6,0,0.8061,0.0653,6,0,3.7779,0.0604,6,0,40.9718,2.2646,6,0
3000,81.81661896,1.213032096,1.7299,0.0758,5,0,0.6883,0.0585,6,0,1.2843,0.0559,6,0,21.1906,0.9909,6,0
3001,81.83164013,0.861576642,6.5709,0.8896,6,0,2.3369,0.4722,6,0,15.1098,0.9591,6,0,93.2101,15.5845,6,0
3002,81.84876786,0.755451246,1.5304,0.5207,6,0,0.5261,0.2343,6,0,1.5191,0.3755,6,0,22.3238,7.1793,6,0
3003,81.87923741,0.782602459,7.6494,0.9992,6,0,,,,,,,,,383.1804,280.2852,6,0
3004,81.89698464,0.986928086,0.0257,0.0144,6,0,0.02,0.0061,6,0,0.0685,0.0161,6,0,0.8743,0.2056,6,0
3005,81.90164042,0.98416898,0.4055,0.2334,6,0,0.175,0.0907,6,0,0.365,0.17,6,0,4.9292,2.8154,6,0
3006,81.90865841,0.795914512,2.7535,0.2412,6,0,0.8303,0.1758,6,0,3.3278,0.3078,6,0,39.6079,5.8905,6,0
3007,81.98368573,0.802193712,0.1281,0.0141,6,0,0.0787,0.0073,6,0,0.1202,0.0099,6,0,0.6861,0.0531,6,0
3008,82.04322068,1.358933286,0.0313,0.0076,6,0,0.0149,0.0039,6,0,0.032,0.0067,6,0,0.3436,0.0944,6,0
3009,82.09446871,-0.61013218,0.0148,0.0096,6,0,0.0116,0.0043,6,0,0.0958,0.0194,6,0,0.674,0.1427,6,0
3010,82.09484327,-0.385596956,0.0904,0.0166,6,0,0.0633,0.0268,6,0,0.0816,0.0323,6,0,1.7405,0.677,6,0
3011,82.10050451,0.14880787,0.5603,0.1,6,0,0.1844,0.0456,6,0,0.32,0.0579,6,0,12.7121,1.2999,6,0
3012,82.16713113,-0.762459676,0.018,0.0046,6,0,0.0129,0.0031,6,0,0.0181,0.0025,6,0,,,,
3013,82.17291665,0.078616307,5.3577,0.428,6,0,2.0417,0.2359,6,0,16.0409,0.4618,6,0,107.4103,7.5436,6,0
3014,82.20887055,-0.876665509,0.2187,0.0954,6,0,0.0927,0.0346,6,0,0.0851,0.0176,6,0,,,,
3015,82.21107276,-0.903995178,0.0182,0.0042,6,0,0.0101,0.0021,6,0,0.0179,0.0035,6,0,,,,
3016,82.25011842,1.058210268,0.1027,0.0087,6,0,0.0403,0.0047,6,0,0.0784,0.006,6,0,1.0231,0.1006,6,0
3017,82.25449455,0.757645411,0.4865,0.0526,6,0,0.1875,0.0228,6,0,0.2244,0.0291,6,0,2.5447,0.2889,6,0
3018,82.25606047,-0.806452395,0.0093,0.0041,6,0,0.004,0.002,6,0,0.0047,0.0009,6,0,,,,
3019,82.25746057,-0.441653587,0.0653,0.0196,6,0,0.0287,0.006,6,0,0.0368,0.0072,6,0,0.1146,0.0692,6,0
3020,82.25850493,-0.810584348,0.008,0.0027,6,0,0.0062,0.0031,6,0,0.0045,0.0015,6,0,,,,
3021,82.26001309,-0.688081993,0.014,0.0043,6,0,0.0075,0.0019,6,0,0.0144,0.004,6,0,-0.6163,0.7469,3,0
3022,82.28079868,-0.66755542,0.0281,0.0108,6,0,0.0121,0.0057,6,0,0.0173,0.0073,6,0,,,,
3023,82.31802225,0.786006844,0.0469,0.013,6,0,0.0209,0.0053,6,0,0.0384,0.0102,6,0,0.4835,0.1542,6,0
3024,82.3838669,-0.200131542,0.0649,0.0153,6,0,0.03,0.0069,6,0,0.0649,0.013,6,0,0.6584,0.1827,6,0
3025,82.40149824,-0.216225391,0.043,0.0262,6,0,0.0277,0.0198,6,0,0.0556,0.0357,6,0,0.7897,0.4193,6,0
3026,82.40696035,0.30100779,0.2948,0.0686,6,0,0.109,0.0336,6,0,0.1849,0.0476,6,0,3.3623,0.7865,6,0
3027,82.49176228,-0.169386213,0.0442,0.0106,6,0,0.0175,0.0061,6,0,0.0243,0.0079,6,0,0.2111,0.0552,6,0
3028,82.52801097,-0.222147936,0.044,0.0053,6,0,0.0249,0.0031,6,0,0.0612,0.0035,6,0,,,,
3029,82.5658049,0.406550936,9.1036,1.2007,6,0,,,,,,,,,549.2886,30.1635,6,0
3030,82.56781681,0.195061128,0.8427,0.7207,6,0,1.1194,0.2596,6,0,3.0577,1.6752,6,0,20.8548,3.2533,6,0
3031,82.61589651,-0.003665967,0.0853,0.0076,6,0,0.0438,0.0045,6,0,0.0981,0.0076,6,0,,,,
3032,82.67666521,0.161762098,0.0559,0.0071,6,0,0.0274,0.0062,6,0,0.0684,0.0136,6,0,0.8256,0.1439,6,0
3033,82.86182946,0.396975578,0.8293,0.0488,6,0,0.2793,0.0165,6,0,0.4223,0.0322,6,0,6.4213,0.1647,6,0
3034,82.86695262,0.40100412,0.381,0.1485,7,0,0.0934,0.0114,7,0,0.2146,0.0198,7,0,3.1151,0.3435,7,0
3035,101.2360093,2.62790407,0.2279,0.0405,9,0,0.1104,0.0178,10,0,0.2864,0.0678,10,0,2.2044,0.6866,10,0
3036,101.3222692,2.683183062,0.6257,0.107,9,0,0.4669,0.0934,9,0,3.5065,0.6051,9,0,16089.0526,15159.496,9,0
3037,101.3236063,2.530120671,0.7129,0.2997,8,0,0.0541,0.0176,9,0,0.0386,0.0144,9,0,1111.0525,1046.3617,9,0
3038,101.3371391,3.013118811,0.0007,0.0017,9,0,0.0036,0.0014,9,0,0.0009,0.0006,9,0,,,,
3039,101.4137975,2.614584485,0.0044,0.0015,9,0,0.0024,0.0003,9,0,0.0016,0.0006,9,0,33.9111,31.9683,9,0
3040,101.5907499,2.889377377,0.0011,0.001,9,0,0.0015,0.0002,9,0,0.0016,0.0003,9,0,,,,
3041,101.6668515,2.823833363,0.1419,0.023,9,0,0.0619,0.0113,9,0,0.0831,0.0159,9,0,,,,
3042,101.7675514,2.812211999,0.8553,0.1866,9,0,0.4024,0.0822,9,0,2.6501,0.3498,9,0,,,,
3043,101.8520162,2.908235626,0.0753,0.0157,9,0,0.0335,0.0072,9,0,0.0594,0.0112,9,0,,,,
3044,101.9988173,2.429083727,0.0413,0.0062,9,0,0.0165,0.0023,9,0,0.0216,0.0032,9,0,409.9477,386.3145,9,0
3045,102.0802124,1.41492859,0.0204,0.0021,9,0,0.0094,0.0015,9,0,0.0131,0.002,9,0,356.804,336.2307,9,0
3046,102.0877496,3.04307952,0.0032,0.0008,9,0,0.0015,0.0003,9,0,0.0031,0.0003,7,0,,,,
3047,102.1017081,1.344831086,0.0092,0.001,9,0,0.0045,0.0007,9,0,0.0114,0.0008,9,0,128.8076,121.4687,9,0
3048,102.109868,2.330712238,0.0108,0.0022,9,0,0.008,0.0019,9,0,0.008,0.0017,9,0,80.537,75.7271,9,0
3049,102.133241,2.432197128,0.0026,0.0003,9,0,0.0016,0.0003,9,0,0.0017,0.0002,9,0,196.8765,185.6067,9,0
3050,102.1770926,1.246490082,0.0091,0.0029,9,0,0.0077,0.0018,9,0,0.0053,0.0012,9,0,263.1035,248.0601,9,0
3051,102.1841487,1.855871197,0.0128,0.0014,9,0,0.007,0.0008,9,0,0.0058,0.0006,9,0,110.4587,104.1498,9,0
3052,102.3103439,2.127744306,0.1316,0.0036,9,0,0.0608,0.005,9,0,0.0854,0.0041,9,0,1950.1862,1838.0709,9,0
3053,102.3223369,2.936274929,0.0082,0.0015,9,0,0.0083,0.0011,9,0,0.0765,0.0094,9,0,,,,
3054,102.3829837,2.738797654,0.031,0.003,9,0,0.0258,0.0025,9,0,0.0515,0.0016,9,0,470.5722,443.4767,9,0
3055,102.3874552,2.738077745,0.0272,0.0031,9,0,0.0194,0.0034,9,0,0.0446,0.0053,9,0,353.7505,333.4795,9,0
3056,102.4722241,1.723589864,0.0043,0.0005,9,0,0.0053,0.0013,9,0,0.0056,0.001,9,0,17.1487,16.1692,9,0
3057,102.5644593,2.120030163,0.0061,0.0005,9,0,0.0027,0.0005,9,0,0.0034,0.0003,9,0,52.6809,49.6563,9,0
3058,102.5781968,2.866040095,0.0051,0.0004,9,0,0.0031,0.0005,9,0,0.0035,0.0005,9,0,,,,
3059,102.5945602,0.845004811,0.0075,0.0002,9,0,0.0041,0.0006,9,0,0.005,0.0004,9,0,74.8297,70.4315,9,0
3060,102.5946906,0.099492494,0.029,0.0032,9,0,0.0244,0.0032,9,0,0.1356,0.0217,9,0,1333.9896,0.0,1,0
3061,102.5986197,2.067479158,0.08,0.0018,9,0,0.0355,0.0022,9,0,0.0652,0.0041,9,0,1477.9614,1393.0257,9,0
3062,102.6577276,1.626104868,0.0721,0.0012,9,0,0.0542,0.0035,9,0,0.0924,0.0025,9,0,14.6609,13.8151,9,0
3063,102.6710688,1.811485011,0.0107,0.0051,9,0,0.002,0.0008,9,0,0.0023,0.0006,9,0,6.6498,6.2539,9,0
3064,102.6756535,2.894157682,0.0046,0.0002,9,0,0.0025,0.0003,9,0,0.0036,0.0005,9,0,,,,
3065,102.7272664,2.263226933,0.0047,0.0004,9,0,0.0024,0.0004,9,0,0.0026,0.0002,9,0,55.192,52.0237,9,0
3066,102.7349257,0.147503296,0.0244,0.0017,9,0,0.0114,0.0013,9,0,0.0334,0.0021,9,0,4888.0318,0.0,1,0
3067,102.8066935,1.051714339,0.0045,0.0002,9,0,0.0036,0.0007,9,0,0.0032,0.0005,9,0,8.1781,7.666,9,0
3068,102.8132297,0.313783431,0.0061,0.0006,9,0,0.004,0.0005,9,0,0.0038,0.0004,9,0,59.062,55.5855,9,0
3069,102.8224203,1.19073217,0.0388,0.0031,9,0,0.0103,0.001,9,0,0.027,0.0036,9,0,2730.8682,2574.2151,9,0
3070,102.8463384,1.223801967,0.0088,0.0005,9,0,0.0047,0.0008,9,0,0.0086,0.001,9,0,27.9801,26.3659,9,0
3071,102.8841009,0.406180893,0.0505,0.0033,9,0,0.0131,0.0013,9,0,0.0289,0.0016,9,0,986.5654,929.967,9,0
3072,103.1015164,1.961482855,0.0023,0.0004,8,0,0.0021,0.0005,8,0,0.002,0.0005,8,0,108.8239,101.8297,8,0
3073,103.2026033,1.961652498,0.0037,0.0006,7,0,0.0023,0.0006,7,0,0.0024,0.0003,7,0,22.2423,20.5736,7,0
3074,103.223699,0.676087276,0.0646,0.0147,7,0,0.0816,0.012,7,0,0.196,0.015,7,0,6231.9609,5768.5009,7,0
3075,103.2310269,0.908353466,0.0141,0.0016,7,0,0.007,0.0013,7,0,0.0046,0.0009,7,0,-0.6069,0.6002,7,0
3076,103.2318876,2.526018206,0.0026,0.0002,7,0,0.0021,0.0005,7,0,0.0016,0.0004,7,0,44.8132,41.4708,7,0
3077,103.2368032,2.664112393,0.0032,0.0005,7,0,0.0012,0.0003,7,0,0.0017,0.0003,7,0,14.3077,13.1891,7,0
3078,103.2400115,1.970157566,0.0546,0.0055,6,0,0.0206,0.0033,6,0,0.0591,0.005,6,0,1912.3816,1745.2372,6,0
3079,103.3144848,0.22860004,0.0131,0.0022,6,0,0.008,0.0011,6,0,0.0036,0.0008,6,0,41.3775,37.895,6,0
3080,103.3288256,1.787046231,0.0107,0.0053,6,0,0.0022,0.0007,6,0,0.0025,0.001,6,0,110.9761,101.185,6,0
3081,103.3332029,1.786061246,0.0056,0.0004,6,0,0.002,0.0004,6,0,0.0037,0.0003,6,0,22.4014,20.4392,6,0
3082,103.3486188,2.456655814,0.0049,0.0006,6,0,0.0018,0.0004,6,0,0.0023,0.0004,6,0,28.0039,25.5792,6,0
3083,103.4136153,1.216125944,0.0161,0.0025,6,0,0.0091,0.002,6,0,0.0106,0.002,6,0,238.7355,217.7751,6,0
3084,103.4468138,1.150920906,0.0034,0.0003,6,0,0.0022,0.0006,6,0,0.0018,0.0004,6,0,8.4471,7.6174,6,0
3085,103.4571259,3.0702629,0.0091,0.0007,6,0,0.0043,0.0009,6,0,0.0068,0.0012,6,0,,,,
3086,103.4622736,1.444045766,0.2769,0.0905,6,0,0.1241,0.0447,6,0,0.1847,0.0609,6,0,10221.5872,9326.5359,6,0
3087,103.4623553,1.721938566,-0.0008,0.0035,6,0,0.0012,0.0004,6,0,0.0038,0.0005,6,0,4.8155,4.333,6,0
3088,103.4624581,1.905004854,0.0105,0.0016,6,0,0.0061,0.0014,6,0,0.0095,0.0012,6,0,55.4609,50.5205,6,0
3089,103.465749,0.560258708,0.0061,0.0003,6,0,0.0026,0.0005,6,0,0.0042,0.0005,6,0,117.6789,107.3727,6,0
3090,103.4670836,1.546871715,0.0393,0.0117,6,0,0.0173,0.0052,6,0,0.021,0.0064,6,0,205.8876,187.7873,6,0
3091,103.471401,1.54422599,0.0352,0.0103,6,0,0.0158,0.0062,6,0,0.0176,0.0072,6,0,96.0479,87.4969,6,0
3092,103.4787447,1.518745859,0.0307,0.0073,6,0,0.0162,0.0044,6,0,0.019,0.0042,6,0,329.3009,300.5096,6,0
3093,103.4828264,0.531860994,0.0204,0.0023,6,0,0.0083,0.0015,6,0,0.0262,0.0019,6,0,196.2931,179.0143,6,0
3094,103.4834354,2.000915232,1.2693,0.0183,6,0,0.5921,0.0428,6,0,1.6394,0.0569,6,0,32463.6033,29615.8121,6,0
3095,103.4966536,1.585152678,0.0114,0.0019,6,0,0.0058,0.001,6,0,0.0083,0.0013,6,0,22.6321,20.5398,6,0
3096,103.5178924,1.527282008,0.1661,0.0173,6,0,0.071,0.0076,6,0,0.2257,0.0293,6,0,8778.3161,8007.9569,6,0
3097,103.5294751,1.640659522,0.0054,0.0009,6,0,0.0024,0.0007,6,0,0.0024,0.0005,6,0,171.9008,156.8299,6,0
3098,103.6254428,0.750938505,0.0025,0.0018,6,0,0.0025,0.0006,6,0,0.0029,0.0006,6,0,6.2608,5.706,6,0
3099,103.6357287,2.201757076,0.0585,0.0144,6,0,0.0338,0.0108,6,0,0.0577,0.0191,6,0,309.2589,282.3115,6,0
3100,103.6398823,1.088886343,0.8409,0.0754,6,0,0.3658,0.0295,6,0,0.6065,0.0338,6,0,16094.4581,14683.3576,6,0
3101,103.6573603,1.406009911,0.0083,0.0008,6,0,0.0044,0.0005,6,0,0.0087,0.0011,6,0,123.7324,112.8156,6,0
3102,103.6895693,0.436411563,1.2543,0.1048,6,0,0.6258,0.0589,6,0,1.8981,0.1303,6,0,60755.815,55438.2516,6,0
3103,103.7027604,2.507832294,0.0747,0.0099,6,0,0.0345,0.0038,6,0,0.0279,0.0059,6,0,328.0971,299.377,6,0
3104,103.7121445,1.956575875,0.0185,0.0031,6,0,0.012,0.002,6,0,0.0191,0.0027,6,0,318.3755,290.4762,6,0
3105,103.727154,1.805496365,0.0155,0.0024,6,0,0.0098,0.0011,6,0,0.0169,0.0015,6,0,581.2953,530.2368,6,0
3106,103.7485206,2.182582142,35.1916,0.2872,6,0,0.5409,0.0469,6,0,2.8432,0.1403,6,0,14638.9983,13337.1273,6,0
3107,103.7999546,1.39662465,0.0374,0.0027,6,0,0.0348,0.0096,6,0,0.2963,0.0803,6,0,783.7983,714.9595,6,0
3108,103.8009137,1.24491927,0.002,0.0002,6,0,0.0017,0.0006,6,0,0.0023,0.0002,6,0,23.8219,21.7457,6,0
3109,103.8023888,0.407564398,1.7475,0.1453,6,0,1.3868,0.0921,6,0,6.9719,0.1014,6,0,49107.4636,44807.1413,6,0
3110,103.8537316,1.233560337,0.0147,0.0017,6,0,0.0059,0.0011,6,0,0.0056,0.0008,6,0,86.1871,78.6401,6,0
3111,103.8749215,1.859200702,,,,,3.4352,0.4044,6,0,,,,,791332.672,721730.9732,6,0
3112,103.9551092,1.098284088,0.5146,0.0291,6,0,0.2276,0.0236,6,0,0.5451,0.0201,6,0,12651.2446,11542.5011,6,0
3113,103.9988404,2.224787884,0.0159,0.0018,6,0,0.0082,0.0012,6,0,0.0086,0.0011,6,0,154.1958,140.5953,6,0
3114,104.0114486,1.267227668,0.1296,0.0166,6,0,0.0632,0.01,6,0,0.1169,0.0134,6,0,995.6403,908.0132,6,0
3115,104.0548206,0.998112677,0.0563,0.0053,6,0,0.0294,0.0047,6,0,0.0591,0.0066,6,0,626.195,571.1278,6,0
3116,104.1107558,1.70703898,0.0473,0.0059,6,0,0.0116,0.0024,6,0,0.0055,0.0015,6,0,253.2171,231.0281,6,0
3117,104.1326107,2.174415675,0.0046,0.0002,6,0,0.003,0.0007,6,0,0.0038,0.0007,6,0,78.9361,71.9608,6,0
3118,104.1358337,1.277610946,0.1746,0.0228,6,0,0.0774,0.015,6,0,0.0844,0.0141,6,0,944.6877,861.4921,6,0
3119,104.1677034,2.094610637,0.0068,0.0006,6,0,0.0046,0.0008,6,0,0.0062,0.0004,6,0,192.2554,175.2954,6,0
3120,104.1806176,0.177866194,0.0076,0.0028,6,0,0.008,0.0018,6,0,0.0107,0.002,6,0,100.9495,92.2039,6,0
3121,104.2009974,2.604851736,0.0025,0.0001,6,0,0.0019,0.0007,6,0,0.0026,0.0004,6,0,28.312,25.7605,6,0
3122,104.2171126,1.397644482,0.0137,0.0036,6,0,0.0087,0.0025,6,0,0.0077,0.0024,6,0,98.8462,90.1963,6,0
3123,104.2378767,2.617070069,0.0015,0.0004,6,0,0.0011,0.0006,6,0,0.0008,0.0001,6,0,118.7975,108.4515,6,0
3124,104.2482286,2.879835016,0.0391,0.0015,6,0,0.0174,0.0011,6,0,0.0255,0.0019,6,0,,,,
3125,104.2937917,2.894631256,0.1463,0.0035,6,0,0.0573,0.0032,6,0,0.0997,0.004,6,0,,,,
3126,104.2940508,2.647955019,0.0078,0.0007,6,0,0.0036,0.0007,6,0,0.0052,0.0008,6,0,42.7524,38.8727,6,0
3127,104.2988968,2.893962117,0.0433,0.0242,6,0,0.0119,0.0099,6,0,0.0203,0.0169,6,0,,,,
3128,104.3444972,3.098060901,0.0077,0.0012,6,0,0.0039,0.0003,6,0,0.005,0.0006,6,0,,,,
3129,104.3468878,1.961534016,0.0062,0.0006,6,0,0.0028,0.0005,6,0,0.0038,0.0005,6,0,88.9331,81.1077,6,0
3130,104.3477688,2.825098389,3.4709,0.0377,6,0,0.2547,0.0211,6,0,0.5728,0.0352,6,0,,,,
3131,104.3487524,2.803877977,0.0953,0.0047,6,0,0.0501,0.0041,6,0,0.0812,0.0032,6,0,,,,
3132,104.350886,1.947844713,0.0037,0.0003,6,0,0.0021,0.0006,6,0,0.0029,0.0006,6,0,69.6582,63.5476,6,0
3133,104.3517567,0.403678664,0.9134,0.1191,6,0,0.2782,0.0396,6,0,0.59,0.0687,6,0,15838.0175,14442.6462,6,0
3134,104.354869,1.294040328,0.0252,0.0057,6,0,0.0147,0.0031,6,0,0.0256,0.0051,6,0,261.4525,238.5509,6,0
3135,104.3559533,0.413700778,0.5834,0.0673,6,0,0.1697,0.0142,6,0,0.3153,0.064,6,0,24780.4842,22607.9918,6,0
3136,104.3632666,0.250274574,0.0145,0.0031,6,0,0.0073,0.0017,6,0,0.0095,0.0017,6,0,131.6348,119.9805,6,0
3137,104.373248,0.1730874,0.0137,0.0024,6,0,0.0101,0.002,6,0,0.0161,0.0037,6,0,358.4835,327.233,6,0
3138,104.3940232,2.880342304,0.1436,0.0109,6,0,0.059,0.0059,6,0,0.075,0.007,6,0,,,,
3139,104.4048885,0.36528023,0.025,0.0015,6,0,0.0162,0.0017,6,0,0.1215,0.0079,6,0,1122.1569,1023.2756,6,0
3140,104.4074658,3.005822392,0.0137,0.0022,6,0,0.0072,0.0009,6,0,0.0054,0.0008,6,0,,,,
3141,104.4237875,1.180232298,0.2038,0.0481,6,0,0.0937,0.0231,6,0,0.2085,0.037,6,0,2197.6587,2004.04,6,0
3142,104.4380762,1.031672614,0.0214,0.006,6,0,0.0124,0.0034,6,0,0.0197,0.0047,6,0,149.5841,136.5277,6,0
3143,104.4388887,2.388917881,0.0014,0.0001,6,0,0.0017,0.0004,6,0,0.0019,0.0004,6,0,45.6304,41.631,6,0
3144,104.4391289,1.17891845,0.0679,0.0074,6,0,0.0278,0.0026,6,0,0.0536,0.0056,6,0,402.6097,367.0867,6,0
3145,104.4690812,1.823237206,0.005,0.0007,6,0,0.0032,0.0006,6,0,0.0044,0.0008,6,0,54.9955,50.157,6,0
3146,104.5363701,0.277347483,0.0151,0.0019,6,0,0.0068,0.001,6,0,0.0425,0.0029,6,0,396.8211,361.8169,6,0
3147,104.5771554,2.633139359,0.0123,0.0024,6,0,0.0062,0.0011,6,0,0.0071,0.0012,6,0,-2.5667,2.6164,6,0
3148,104.6525128,2.347395619,0.0487,0.0107,6,0,0.0366,0.0158,6,0,0.0302,0.0135,6,0,401.3899,365.8478,6,0
3149,104.6697117,1.24160193,0.1582,0.018,6,0,0.1066,0.0136,6,0,0.2963,0.0179,6,0,1817.345,1657.5201,6,0
3150,104.7019475,2.874342832,0.163,0.0433,6,0,0.0817,0.0164,6,0,0.1822,0.0285,6,0,,,,
3151,104.7113677,0.06937314,0.0329,0.0131,6,0,0.018,0.0056,6,0,0.0311,0.0098,6,0,5596.4413,0.0,1,0
3152,104.7116937,2.788068605,3.3799,2.3883,6,0,0.1477,0.0199,6,0,0.6309,0.06,6,0,15.4863,1.3552,5,0
3153,104.7250031,1.95827398,0.0208,0.0091,6,0,0.0043,0.0004,6,0,0.0085,0.0007,6,0,173.4804,158.1675,6,0
3154,104.7250923,0.442453166,16.1655,2.9072,6,0,0.5898,0.0928,6,0,2.9801,0.3349,6,0,113086.3825,103191.8416,6,0
3155,104.7286845,2.80091302,5.2352,0.105,6,0,0.6224,0.0513,6,0,1.6031,0.0593,6,0,19.5886,0.9545,5,0
3156,104.7437623,0.545710413,0.425,0.0345,6,0,0.2046,0.0165,6,0,0.6494,0.0262,6,0,8130.4779,7416.0073,6,0
3157,104.7874143,3.104748048,0.0196,0.0027,6,0,0.011,0.0019,6,0,0.0153,0.0022,6,0,,,,
3158,104.8597529,0.868749256,0.0025,0.0003,6,0,0.0023,0.0005,6,0,0.003,0.0008,6,0,135.7402,123.818,6,0
3159,104.8786299,0.277409112,0.0776,0.0013,6,0,0.0735,0.006,6,0,0.2119,0.0073,6,0,624.6846,569.8283,6,0
3160,104.9660681,0.438308822,0.0046,0.0004,6,0,0.0023,0.0004,6,0,0.0037,0.0007,6,0,173.0637,157.8982,6,0
3161,104.9788632,0.443139402,0.0033,0.001,6,0,0.0017,0.0008,6,0,0.0014,0.0003,6,0,14.8749,13.5926,6,0
3162,105.0222635,0.253182958,0.0017,0.0004,6,0,0.0006,0.0003,6,0,0.0013,0.0007,6,0,1.1219,1.0145,6,0
3163,105.0382474,1.257379116,0.0126,0.0013,6,0,0.0106,0.001,6,0,0.0433,0.0025,6,0,111.5401,101.7128,6,0
3164,105.1198733,1.22745564,0.0027,0.0005,6,0,0.0016,0.0004,6,0,0.0022,0.0005,6,0,9.7692,8.9359,6,0
3165,105.1664788,2.923232753,0.0877,0.0147,6,0,0.0447,0.0096,6,0,0.0646,0.0094,6,0,,,,
3166,105.1739191,2.792221681,0.009,0.001,6,0,0.0047,0.0012,6,0,0.007,0.0012,6,0,,,,
3167,105.2195172,0.318699137,0.0968,0.0048,6,0,0.0529,0.0063,6,0,0.0684,0.007,6,0,1966.4683,1794.6558,6,0
3168,105.2382158,2.667081642,0.008,0.0003,6,0,0.004,0.0005,6,0,0.0047,0.0003,6,0,47.2541,43.06,6,0
3169,105.2964793,0.164852433,0.1348,0.0051,6,0,0.0515,0.0031,6,0,0.1018,0.0056,6,0,3431.1982,3131.1352,6,0
3170,105.358239,0.933612418,0.1013,0.0083,6,0,0.0904,0.0075,6,0,0.6727,0.0952,6,0,210.1253,191.3307,6,0
3171,105.3644019,0.281606358,0.0122,0.0005,6,0,0.0056,0.0007,6,0,0.0083,0.0007,6,0,145.369,132.4723,6,0
3172,105.3761282,0.786777058,0.0093,0.0005,6,0,0.005,0.0006,6,0,0.0061,0.0006,6,0,22.032,20.0039,6,0
3173,105.377344,2.699294075,0.005,0.0004,6,0,0.0027,0.0004,6,0,0.0051,0.0007,6,0,58.9494,53.7169,6,0
3174,105.3814733,1.768526184,0.0046,0.0003,6,0,0.0022,0.0004,6,0,0.0041,0.0005,6,0,46.0438,41.9968,6,0
3175,105.3907983,2.857721792,0.018,0.0033,6,0,0.0118,0.0022,6,0,0.0157,0.0026,6,0,,,,
3176,105.4369399,0.813310391,0.0028,0.0002,6,0,0.0019,0.0004,6,0,0.0044,0.0003,6,0,8.2742,7.4627,6,0
3177,105.5029934,0.624339899,0.0855,0.0029,6,0,0.0383,0.0037,6,0,0.0504,0.0029,6,0,1122.5826,1024.3639,6,0
3178,105.5086115,0.228626683,2.3384,0.1538,7,0,0.8403,0.1014,7,0,10.6572,0.2617,7,0,101342.2386,93633.8698,7,0
3179,105.5639728,0.069044019,0.0003,0.0047,7,0,0.0024,0.001,7,0,0.0083,0.0017,7,0,463.9484,0.0,1,0
3180,105.5690636,0.070817338,0.0385,0.0211,7,0,0.0046,0.0023,7,0,0.0071,0.0025,7,0,172.518,0.0,1,0
3181,105.57618,0.300849951,0.1454,0.0173,7,0,0.1272,0.0194,7,0,1.2738,0.1376,7,0,2046.2092,1893.2037,7,0
3182,105.6034188,2.266612325,0.0029,0.0001,5,0,0.0022,0.0004,5,0,0.0024,0.0005,5,0,0.049,0.0382,4,0
3183,105.6044202,0.838668717,0.0061,0.0003,5,0,0.0028,0.0007,5,0,0.0033,0.0006,5,0,,,,
3184,105.6273644,0.340139077,0.0059,0.0,1,0,0.0023,0.0,1,0,0.0027,0.0,1,0,339217.6765,313499.15,7,0
3185,105.6691222,1.656209656,0.1115,0.0044,6,0,0.0506,0.0066,6,0,0.0806,0.0074,6,0,2548.6064,2325.6723,6,0
3186,105.70607,0.021956026,0.0304,0.0007,6,0,0.016,0.0016,6,0,0.0304,0.0023,3,0,2677.4257,0.0,1,0
3187,105.7175967,1.760702201,0.2182,0.0152,6,0,0.0891,0.0122,6,0,0.1812,0.019,6,0,4114.1815,3754.1476,6,0
3188,105.730696,1.762606213,0.0146,0.0009,6,0,0.0043,0.0004,6,0,0.0075,0.001,6,0,64.0801,58.4585,6,0
3189,105.7438854,1.806951144,0.1027,0.0151,6,0,0.0603,0.0116,6,0,0.1775,0.0167,6,0,7133.518,6509.6624,6,0
